,ProbeID,GeneName,Approved symbol,GeneSymbol,Description,RefSeq,EntrezID
8657,A_23_P406105,GCN1 general control of amino-acid synthesis 1-like 1 (yeast),GCN1,GCN1L1,"Homo sapiens GCN1 general control of amino-acid synthesis 1-like 1 (yeast) (GCN1L1), mRNA [NM_006836]",NM_006836,10985.0
8677,A_33_P3660204,uncharacterized LOC340073,C5orf66-AS2,LOC340073,"Homo sapiens uncharacterized LOC340073 (LOC340073), long non-coding RNA [NR_037895]",NR_037895,
8684,A_32_P60635,uncharacterized LOC643037,C11orf97,LOC643037,"Homo sapiens uncharacterized LOC643037 (LOC643037), mRNA [NM_001190462]",NM_001190462,
8699,A_24_P403150,uncharacterized FLJ34503,LINC02880,FLJ34503,"Homo sapiens uncharacterized FLJ34503 (FLJ34503), long non-coding RNA [NR_027060]",NR_027060,285759.0
8714,A_33_P3232504,chromosome 9 open reading frame 169,CYSRT1,C9orf169,"Homo sapiens chromosome 9 open reading frame 169 (C9orf169), mRNA [NM_199001]",NM_199001,375791.0
18535,A_33_P3318668,chromosome 9 open reading frame 169,CYSRT1,C9orf169,"Homo sapiens chromosome 9 open reading frame 169 (C9orf169), mRNA [NM_199001]",NM_199001,375791.0
8752,A_24_P49447,KIAA1432,RIC1,KIAA1432,"Homo sapiens KIAA1432 (KIAA1432), transcript variant 1, mRNA [NM_020829]",NM_020829,57589.0
19551,A_33_P3358521,KIAA1432,RIC1,KIAA1432,"Homo sapiens KIAA1432 (KIAA1432), transcript variant 1, mRNA [NM_020829]",NM_020829,57589.0
8756,A_23_P341065,selenoprotein O,SELENOO,SELO,"Homo sapiens selenoprotein O (SELO), mRNA [NM_031454]",NM_031454,83642.0
8759,A_24_P462853,long intergenic non-protein coding RNA 202-1,FAM238C,LINC00202-1,"Homo sapiens long intergenic non-protein coding RNA 202-1 (LINC00202-1), long non-coding RNA [NR_026795]",NR_026795,387644.0
8848,A_23_P352870,poliovirus receptor-related 2 (herpesvirus entry mediator B),NECTIN2,PVRL2,"Homo sapiens poliovirus receptor-related 2 (herpesvirus entry mediator B) (PVRL2), transcript variant alpha, mRNA [NM_002856]",NM_002856,5819.0
8898,A_32_P163739,KIAA1257,CFAP92,KIAA1257,"Homo sapiens KIAA1257 (KIAA1257), mRNA [NM_020741]",NM_020741,57501.0
8922,A_33_P3294654,REM2 and RAB-like small GTPase 1,CPLANE2,RSG1,"Homo sapiens REM2 and RAB-like small GTPase 1 (RSG1), mRNA [NM_030907]",NM_030907,79363.0
14414,A_23_P126499,REM2 and RAB-like small GTPase 1,CPLANE2,RSG1,"Homo sapiens REM2 and RAB-like small GTPase 1 (RSG1), mRNA [NM_030907]",NM_030907,79363.0
8932,A_33_P3269678,MIR4435-1 host gene (non-protein coding),MIR4435-2HG,MIR4435-1HG,"Homo sapiens MIR4435-1 host gene (non-protein coding) (MIR4435-1HG), transcript variant 1, long non-coding RNA [NR_015395]",NR_015395,541471.0
8934,A_23_P316085,SPG20 opposite strand,SPART-AS1,SPG20OS,"Homo sapiens SPG20 opposite strand (SPG20OS), transcript variant 1, long non-coding RNA [NR_045180]",NR_045180,100507135.0
8950,A_33_P3384958,lipid phosphate phosphatase-related protein type 4,PLPPR4,LPPR4,"Homo sapiens lipid phosphate phosphatase-related protein type 4 (LPPR4), transcript variant 1, mRNA [NM_014839]",NM_014839,9890.0
28599,A_32_P148538,lipid phosphate phosphatase-related protein type 4,PLPPR4,LPPR4,"Homo sapiens lipid phosphate phosphatase-related protein type 4 (LPPR4), transcript variant 1, mRNA [NM_014839]",NM_014839,9890.0
8958,A_23_P135357,RNA methyltransferase like 1,MRM3,RNMTL1,"Homo sapiens RNA methyltransferase like 1 (RNMTL1), mRNA [NM_018146]",NM_018146,55178.0
8965,A_33_P3216664,uncharacterized LOC151174,LINC02610,LOC151174,"Homo sapiens uncharacterized LOC151174 (LOC151174), transcript variant 1, long non-coding RNA [NR_026925]",NR_026925,151174.0
8972,A_23_P386561,TWIST neighbor,POLR1F,TWISTNB,"Homo sapiens TWIST neighbor (TWISTNB), mRNA [NM_001002926]",NM_001002926,221830.0
8976,A_23_P30805,"histone cluster 1, H4j",H4C11,HIST1H4J,"Homo sapiens histone cluster 1, H4j (HIST1H4J), mRNA [NM_021968]",NM_021968,8363.0
8993,A_33_P3525067,uncharacterized LOC285627,LINC01845,LOC285627,"Homo sapiens uncharacterized LOC285627 (LOC285627), long non-coding RNA [NR_027110]",NR_027110,285627.0
8994,A_33_P3269423,chromosome 13 open reading frame 35,ATP11AUN,C13orf35,"Homo sapiens chromosome 13 open reading frame 35 (C13orf35), mRNA [NM_207440]",NM_207440,
9045,A_33_P3403494,uncharacterized LOC646743,PRSS40B,LOC646743,"Homo sapiens uncharacterized LOC646743 (LOC646743), non-coding RNA [NR_033930]",NR_033930,646743.0
30735,A_33_P3242632,uncharacterized LOC646743,PRSS40B,LOC646743,"Homo sapiens uncharacterized LOC646743 (LOC646743), non-coding RNA [NR_033930]",NR_033930,646743.0
9083,A_23_P215175,"ATP-binding cassette, sub-family F (GCN20), member 2",ABCF2-H2BE1,ABCF2,"Homo sapiens ATP-binding cassette, sub-family F (GCN20), member 2 (ABCF2), transcript variant 2, mRNA [NM_005692]",NM_005692,10061.0
9119,A_33_P3256677,coiled-coil domain containing 101,SGF29,CCDC101,"Homo sapiens coiled-coil domain containing 101 (CCDC101), mRNA [NM_138414]",NM_138414,112869.0
9128,A_23_P415411,"histone cluster 1, H4e",H4C5,HIST1H4E,"Homo sapiens histone cluster 1, H4e (HIST1H4E), mRNA [NM_003545]",NM_003545,8367.0
9133,A_33_P3399064,"RNA, 5.8S ribosomal 5",RNA5-8SN5,RNA5-8S5,"Homo sapiens RNA, 5.8S ribosomal 5 (RNA5-8S5), ribosomal RNA [NR_003285]",NR_003285,100008587.0
9145,A_33_P3293446,KIAA1462,JCAD,KIAA1462,"Homo sapiens KIAA1462 (KIAA1462), mRNA [NM_020848]",NM_020848,57608.0
22165,A_23_P301521,KIAA1462,JCAD,KIAA1462,"Homo sapiens KIAA1462 (KIAA1462), mRNA [NM_020848]",NM_020848,57608.0
9175,A_33_P3219840,ZNRD1 antisense RNA 1,ZNRD1ASP,ZNRD1-AS1,"Homo sapiens ZNRD1 antisense RNA 1 (ZNRD1-AS1), long non-coding RNA [NR_026751]",NR_026751,80862.0
31264,A_33_P3343976,ZNRD1 antisense RNA 1,ZNRD1ASP,ZNRD1-AS1,"Homo sapiens ZNRD1 antisense RNA 1 (ZNRD1-AS1), long non-coding RNA [NR_026751]",NR_026751,80862.0
9182,A_23_P70060,phosphatidic acid phosphatase type 2A,PLPP1,PPAP2A,"Homo sapiens phosphatidic acid phosphatase type 2A (PPAP2A), transcript variant 2, mRNA [NM_176895]",NM_176895,8611.0
9208,A_33_P3347887,uncharacterized LOC221122,LINC02685,LOC221122,"Homo sapiens uncharacterized LOC221122 (LOC221122), long non-coding RNA [NR_026681]",NR_026681,221122.0
9225,A_33_P3351851,"histone cluster 1, H4l",H4C13,HIST1H4L,"Homo sapiens histone cluster 1, H4l (HIST1H4L), mRNA [NM_003546]",NM_003546,8368.0
24865,A_23_P70480,"histone cluster 1, H4l",H4C13,HIST1H4L,"Homo sapiens histone cluster 1, H4l (HIST1H4L), mRNA [NM_003546]",NM_003546,8368.0
9261,A_33_P3382236,KIAA1598,SHTN1,KIAA1598,"Homo sapiens KIAA1598 (KIAA1598), transcript variant 4, mRNA [NM_001258299]",NM_018330,57698.0
10085,A_23_P202587,KIAA1598,SHTN1,KIAA1598,"Homo sapiens KIAA1598 (KIAA1598), transcript variant 2, mRNA [NM_018330]",NM_018330,57698.0
9277,A_24_P648176,LYR motif containing 5,ETFRF1,LYRM5,"Homo sapiens LYR motif containing 5 (LYRM5), mRNA [NM_001001660]",NM_001001660,144363.0
9279,A_33_P3277140,mitochondrial inner membrane organizing system 1,MICOS10,MINOS1,"Homo sapiens mitochondrial inner membrane organizing system 1 (MINOS1), transcript variant 1, mRNA [NM_001032363]",NM_001032363,440574.0
9282,A_33_P3359027,coiled-coil domain containing 42B,CFAP73,CCDC42B,"Homo sapiens coiled-coil domain containing 42B (CCDC42B), mRNA [NM_001144872]",NM_001144872,387885.0
9299,A_33_P3512350,uncharacterized LOC339807,LINC02579,LOC339807,"Homo sapiens uncharacterized LOC339807 (LOC339807), long non-coding RNA [NR_034023]",NR_034023,339807.0
9308,A_33_P3258699,double homeobox 4 like 2,DUX4L1,DUX4L2,"Homo sapiens double homeobox 4 like 2 (DUX4L2), mRNA [NM_001127386]",NM_033178,728410.0
11193,A_33_P3248602,double homeobox 4 like 2,DUX4L1,DUX4L2,"Homo sapiens double homeobox 4 like 2 (DUX4L2), mRNA [NM_001127386]",NM_033178,728410.0
29622,A_23_P104413,double homeobox 4,DUX4L1,DUX4,"Homo sapiens double homeobox 4 (DUX4), mRNA [NM_033178]",NM_033178,100653046.0
31030,A_33_P3248586,double homeobox 4 like 2,DUX4L1,DUX4L2,"Homo sapiens double homeobox 4 like 2 (DUX4L2), mRNA [NM_001127386]",NM_033178,728410.0
32903,A_33_P3256105,double homeobox 4 like 2,DUX4L1,DUX4L2,"Homo sapiens double homeobox 4 like 2 (DUX4L2), mRNA [NM_001127386]",NM_033178,728410.0
11498,A_33_P3239101,golgin A6 family-like 4,GOLGA6L10,GOLGA6L4,"Homo sapiens golgin A6 family-like 4 (GOLGA6L4), mRNA [NM_001267536]",NM_001164465,643707.0
9430,A_33_P3344648,Rho GTPase activating protein 27 pseudogene,ARHGAP27P2,LOC440461,"Homo sapiens Rho GTPase activating protein 27 pseudogene (LOC440461), non-coding RNA [NR_027283]",NR_027283,440461.0
9451,A_33_P3291619,uncharacterized LOC399715,LINC02649,LOC399715,"Homo sapiens uncharacterized LOC399715 (LOC399715), long non-coding RNA [NR_040079]",NR_040079,399715.0
9511,A_32_P331139,chromosome 1 open reading frame 192,CFAP126,C1orf192,"Homo sapiens chromosome 1 open reading frame 192 (C1orf192), mRNA [NM_001013625]",NM_001013625,257177.0
9515,A_23_P323143,zinc finger family member 767,ZNF767P,ZNF767,"Homo sapiens zinc finger family member 767 (ZNF767), transcript variant 1, non-coding RNA [NR_027788]",NR_027788,
9546,A_24_P104091,oral cancer overexpressed 1,LTO1,ORAOV1,"Homo sapiens oral cancer overexpressed 1 (ORAOV1), mRNA [NM_153451]",NM_153451,220064.0
9557,A_23_P25638,ring finger protein 219,OBI1,RNF219,"Homo sapiens ring finger protein 219 (RNF219), mRNA [NM_024546]",NM_024546,79596.0
9589,A_23_P133227,histidyl-tRNA synthetase,HARS1,HARS,"Homo sapiens histidyl-tRNA synthetase (HARS), transcript variant 1, mRNA [NM_002109]",NM_002109,3035.0
9615,A_24_P273143,long intergenic non-protein coding RNA 152,CYTOR,LINC00152,"Homo sapiens long intergenic non-protein coding RNA 152 (LINC00152), transcript variant 1, long non-coding RNA [NR_024204]",NR_024204,112597.0
9654,A_24_P333567,MAN1B1 antisense RNA 1 (head to head),MAN1B1-DT,MAN1B1-AS1,"Homo sapiens MAN1B1 antisense RNA 1 (head to head) (MAN1B1-AS1), long non-coding RNA [NR_027447]",NR_027447,100289341.0
9656,A_23_P403521,Yae1 domain containing 1,YAE1,YAE1D1,"Homo sapiens Yae1 domain containing 1 (YAE1D1), transcript variant 1, mRNA [NM_020192]",NM_020192,57002.0
9685,A_23_P27627,"arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)",GET3,ASNA1,"Homo sapiens arsA arsenite transporter, ATP-binding, homolog 1 (bacterial) (ASNA1), mRNA [NM_004317]",NM_004317,439.0
9784,A_23_P320242,KIAA1324-like,ELAPOR2,KIAA1324L,"Homo sapiens KIAA1324-like (KIAA1324L), transcript variant 2, mRNA [NM_152748]",NM_152748,222223.0
9785,A_33_P3299934,long intergenic non-protein coding RNA 675,TMEM238L,LINC00675,"Homo sapiens long intergenic non-protein coding RNA 675 (LINC00675), long non-coding RNA [NR_036581]",NR_036581,100289255.0
9815,A_33_P3368771,H1FX antisense RNA 1,H1-10-AS1,H1FX-AS1,"Homo sapiens H1FX antisense RNA 1 (H1FX-AS1), long non-coding RNA [NR_026991]",NR_026991,339942.0
9850,A_33_P3287879,"histone cluster 1, H3h",H3C10,HIST1H3H,"Homo sapiens histone cluster 1, H3h (HIST1H3H), mRNA [NM_003536]",NM_003536,8357.0
31276,A_33_P3404989,"histone cluster 1, H3h",H3C10,HIST1H3H,"Homo sapiens histone cluster 1, H3h (HIST1H3H), mRNA [NM_003536]",NM_003536,8357.0
9851,A_33_P3395028,uncharacterized LOC152225,LINC02085,LOC152225,"Homo sapiens uncharacterized LOC152225 (LOC152225), long non-coding RNA [NR_026934]",NR_026934,152225.0
9886,A_24_P212072,ankyrin repeat domain 32,SLF1,ANKRD32,"Homo sapiens ankyrin repeat domain 32 (ANKRD32), mRNA [NM_032290]",NM_032290,84250.0
29991,A_23_P144684,ankyrin repeat domain 32,SLF1,ANKRD32,"Homo sapiens ankyrin repeat domain 32 (ANKRD32), mRNA [NM_032290]",NM_032290,84250.0
9898,A_33_P3889862,uncharacterized LOC151475,LINC01907,LOC151475,"Homo sapiens uncharacterized LOC151475 (LOC151475), long non-coding RNA [NR_040038]",NR_040038,151475.0
9909,A_23_P138461,chromosome 10 open reading frame 2,TWNK,C10orf2,"Homo sapiens chromosome 10 open reading frame 2 (C10orf2), transcript variant 1, mRNA [NM_021830]",NM_021830,56652.0
9916,A_32_P72181,long intergenic non-protein coding RNA 669,MIR924HG,LINC00669,"Homo sapiens long intergenic non-protein coding RNA 669 (LINC00669), long non-coding RNA [NR_024391]",NR_024391,647946.0
9927,A_24_P40907,phosphatidic acid phosphatase type 2 domain containing 2,PLPP6,PPAPDC2,"Homo sapiens phosphatidic acid phosphatase type 2 domain containing 2 (PPAPDC2), mRNA [NM_203453]",NM_203453,403313.0
9950,A_33_P3270104,"family with sequence similarity 26, member D",CALHM4,FAM26D,"Homo sapiens family with sequence similarity 26, member D (FAM26D), transcript variant 1, mRNA [NM_001256887]",NM_153036,221301.0
10020,A_32_P41496,A20-binding inhibitor of NF-kappaB activation 2 pseudogene,TNIP2P1,LOC100132831,"Homo sapiens A20-binding inhibitor of NF-kappaB activation 2 pseudogene (LOC100132831), non-coding RNA [NR_027761]",NR_027761,100132831.0
10024,A_32_P114746,chromosome 1 open reading frame 111,SPATA46,C1orf111,"Homo sapiens chromosome 1 open reading frame 111 (C1orf111), mRNA [NM_182581]",NM_182581,284680.0
10028,A_33_P3362668,FSHD region gene 1 pseudogene,FRG1HP,LOC100132352,"Homo sapiens FSHD region gene 1 pseudogene (LOC100132352), non-coding RNA [NR_034006]",NR_034006,100132352.0
24314,A_33_P3230583,FSHD region gene 1 pseudogene,FRG1HP,LOC100132352,"Homo sapiens FSHD region gene 1 pseudogene (LOC100132352), non-coding RNA [NR_034006]",NR_034006,100132352.0
27516,A_33_P3310366,FSHD region gene 1 pseudogene,FRG1HP,LOC100132352,"Homo sapiens FSHD region gene 1 pseudogene (LOC100132352), non-coding RNA [NR_034006]",NR_034006,100132352.0
10067,A_23_P70448,"histone cluster 1, H1a",H1-1,HIST1H1A,"Homo sapiens histone cluster 1, H1a (HIST1H1A), mRNA [NM_005325]",NM_005325,3024.0
10072,A_33_P3215906,"neuroblastoma breakpoint family, member 9",NBPF10,NBPF9,"Homo sapiens neuroblastoma breakpoint family, member 9 (NBPF9), transcript variant 2, mRNA [NM_001037675]",NM_001039703,400818.0
10101,A_33_P3284009,Grp94 neighboring nucleotidase pseudogene,TTC41P,GNN,"Homo sapiens Grp94 neighboring nucleotidase pseudogene (GNN), non-coding RNA [NR_027249]",NR_027249,253724.0
15950,A_33_P3284004,Grp94 neighboring nucleotidase pseudogene,TTC41P,GNN,"Homo sapiens Grp94 neighboring nucleotidase pseudogene (GNN), non-coding RNA [NR_027249]",NR_027249,253724.0
19843,A_33_P3374673,Grp94 neighboring nucleotidase pseudogene,TTC41P,GNN,"Homo sapiens Grp94 neighboring nucleotidase pseudogene (GNN), non-coding RNA [NR_027249]",NR_027249,253724.0
10119,A_23_P12733,"H2A histone family, member Y2",MACROH2A2,H2AFY2,"Homo sapiens H2A histone family, member Y2 (H2AFY2), mRNA [NM_018649]",NM_018649,55506.0
20695,A_33_P3420862,"P antigen family, member 2 (prostate associated)",PAGE2B,PAGE2,"Homo sapiens P antigen family, member 2 (prostate associated) (PAGE2), mRNA [NM_207339]",NM_001015038,203569.0
10139,A_33_P3377239,uncharacterized LOC100270804,LINC00653,LOC100270804,"Homo sapiens uncharacterized LOC100270804 (LOC100270804), long non-coding RNA [NR_026885]",NR_026885,100270804.0
10154,A_33_P3260964,uncharacterized LOC731779,LINC01300,LOC731779,"Homo sapiens uncharacterized LOC731779 (LOC731779), long non-coding RNA [NR_024441]",NR_024441,731779.0
10201,A_24_P9321,"histone cluster 1, H3i",H3C11,HIST1H3I,"Homo sapiens histone cluster 1, H3i (HIST1H3I), mRNA [NM_003533]",NM_003533,8354.0
10235,A_33_P3531206,C1QTNF9B antisense RNA 1,PCOTH,C1QTNF9B-AS1,"Homo sapiens C1QTNF9B antisense RNA 1 (C1QTNF9B-AS1), transcript variant 1, mRNA [NM_001014442]",NM_001014442,542767.0
10238,A_32_P129419,NMDA receptor regulated 2,ICE2,NARG2,"Homo sapiens NMDA receptor regulated 2 (NARG2), transcript variant 1, mRNA [NM_024611]",NM_024611,79664.0
10252,A_23_P21316,prune exopolyphosphatase,PRUNE1,PRUNE,"Homo sapiens prune exopolyphosphatase (PRUNE), mRNA [NM_021222]",NM_021222,58497.0
10306,A_33_P3292230,uncharacterized LOC402160,CFAP99,LOC402160,"Homo sapiens uncharacterized LOC402160 (LOC402160), mRNA [NM_001193282]",NM_001193282,402160.0
10315,A_23_P53567,coiled-coil domain containing 53,WASHC3,CCDC53,"Homo sapiens coiled-coil domain containing 53 (CCDC53), mRNA [NM_016053]",NM_016053,51019.0
10328,A_23_P88069,lipoma HMGIC fusion partner,LHFPL6,LHFP,"Homo sapiens lipoma HMGIC fusion partner (LHFP), mRNA [NM_005780]",NM_005780,10186.0
10345,A_24_P20873,"histone cluster 1, H4i",H4C9,HIST1H4I,"Homo sapiens histone cluster 1, H4i (HIST1H4I), mRNA [NM_003495]",NM_003495,8294.0
10368,A_24_P126628,transmembrane protein 194A,NEMP1,TMEM194A,"Homo sapiens transmembrane protein 194A (TMEM194A), transcript variant 2, mRNA [NM_015257]",NM_015257,23306.0
10377,A_33_P3334791,chromosome 1 open reading frame 85,GLMP,C1orf85,"Homo sapiens chromosome 1 open reading frame 85 (C1orf85), transcript variant 4, mRNA [NM_001256608]",NM_144580,112770.0
28795,A_23_P85893,chromosome 1 open reading frame 85,GLMP,C1orf85,"Homo sapiens chromosome 1 open reading frame 85 (C1orf85), transcript variant 1, mRNA [NM_144580]",NM_144580,112770.0
10383,A_23_P344578,"family with sequence similarity 154, member A",SAXO1,FAM154A,"Homo sapiens family with sequence similarity 154, member A (FAM154A), transcript variant 1, mRNA [NM_153707]",NM_153707,158297.0
10426,A_33_P3303951,nucleoporin like 2,NUP42,NUPL2,"Homo sapiens nucleoporin like 2 (NUPL2), mRNA [NM_007342]",NM_007342,11097.0
26751,A_33_P3320548,nucleoporin like 2,NUP42,NUPL2,"Homo sapiens nucleoporin like 2 (NUPL2), mRNA [NM_007342]",NM_007342,11097.0
10452,A_24_P37589,"acid phosphatase, prostate",ACP3,ACPP,"Homo sapiens acid phosphatase, prostate (ACPP), transcript variant 1, mRNA [NM_001099]",NM_001099,55.0
31963,A_24_P46130,"acid phosphatase, prostate",ACP3,ACPP,"Homo sapiens acid phosphatase, prostate (ACPP), transcript variant 1, mRNA [NM_001099]",NM_001099,55.0
10521,A_24_P217848,"histone cluster 1, H2ak",H2AC15,HIST1H2AK,"Homo sapiens histone cluster 1, H2ak (HIST1H2AK), mRNA [NM_003510]",NM_003510,8330.0
10533,A_23_P19134,G protein-coupled receptor 98,ADGRV1,GPR98,"Homo sapiens G protein-coupled receptor 98 (GPR98), transcript variant 1, mRNA [NM_032119]",NM_032119,84059.0
10545,A_23_P415706,G protein-coupled receptor 133,ADGRD1,GPR133,"Homo sapiens G protein-coupled receptor 133 (GPR133), mRNA [NM_198827]",NM_198827,283383.0
11885,A_33_P3302577,G protein-coupled receptor 133,ADGRD1,GPR133,"Homo sapiens G protein-coupled receptor 133 (GPR133), mRNA [NM_198827]",NM_198827,283383.0
31521,A_33_P3391135,G protein-coupled receptor 133,ADGRD1,GPR133,"Homo sapiens G protein-coupled receptor 133 (GPR133), mRNA [NM_198827]",NM_198827,283383.0
10559,A_33_P3300916,arylacetamide deacetylase (esterase) pseudogene,AADACP1,LOC201651,"Homo sapiens arylacetamide deacetylase (esterase) pseudogene (LOC201651), non-coding RNA [NR_026915]",NR_026915,
10573,A_24_P336577,"family with sequence similarity 212, member B",INKA2,FAM212B,"Homo sapiens family with sequence similarity 212, member B (FAM212B), transcript variant 1, mRNA [NM_019099]",NM_019099,55924.0
10614,A_24_P160696,"MYCBP-associated, testis expressed 1",CFAP91,MAATS1,"Homo sapiens MYCBP-associated, testis expressed 1 (MAATS1), mRNA [NM_033364]",NM_033364,89876.0
13527,A_32_P55871,"MYCBP-associated, testis expressed 1",CFAP91,MAATS1,"Homo sapiens MYCBP-associated, testis expressed 1 (MAATS1), mRNA [NM_033364]",NM_033364,89876.0
10619,A_33_P3846114,uncharacterized LOC286442,LINC01281,LOC286442,"Homo sapiens uncharacterized LOC286442 (LOC286442), long non-coding RNA [NR_038968]",NR_038968,
10652,A_23_P218358,CMT1A duplicated region transcript 1,FBXW10,CDRT1,"Homo sapiens CMT1A duplicated region transcript 1 (CDRT1), transcript variant 2, mRNA [NM_001282540]",NM_031456,374286.0
10674,A_33_P3290667,selenoprotein T,SELENOT,SELT,"Homo sapiens selenoprotein T (SELT), mRNA [NM_016275]",NM_016275,51714.0
